Transaction ID,Product,Quantity,Unit Price (INR),Sales Date,Customer Name,City,State,Country,Sales Channel,Payment Type,Total Sale (INR)
TX0956,Laptop,4,14785,2024-04-12,Bhavin Rama,Rajahmundry,Jharkhand,India,Store,Cash,59140
TX0957,Camera,1,15873,2023-11-01,Krish Chawla,Durgapur,Arunachal Pradesh,India,Online,Credit Card,15873
TX0958,External Hard Drive,4,5134,2024-03-10,Mehul Verma,Hospet,West Bengal,India,Direct,Net Banking,20536
TX0959,Tablet,6,15127,2024-04-21,Umang Dixit,Raiganj,Punjab,India,Direct,Net Banking,90762
TX0960,E-Reader,2,11302,2024-02-12,Hansh Gour,Bidhannagar,Punjab,India,Online,Debit Card,22604
TX0961,E-Reader,4,12747,2024-02-22,Vritika Chandran,Maheshtala,Maharashtra,India,Store,Net Banking,50988
TX0962,Desktop PC,8,19673,2024-03-26,Armaan Ratta,Bilaspur,Jharkhand,India,Direct,Net Banking,157384
TX0963,Printer,2,14206,2024-03-06,Azad Halder,Varanasi,Andhra Pradesh,India,Direct,Credit Card,28412
TX0964,Laptop,2,6748,2024-07-21,Indrajit Vala,North Dumdum,Kerala,India,Store,Cash,13496
TX0965,Camera,8,15400,2023-11-04,Shayak Doshi,Kottayam,Jharkhand,India,Online,UPI,123200
TX0966,Smartwatch,5,3397,2024-03-12,Priyansh Kalita,Tadipatri,Manipur,India,Store,UPI,16985
TX0967,Smartphone,3,17950,2024-02-20,Emir Bumb,Rajpur Sonarpur,Gujarat,India,Online,UPI,53850
TX0968,Headphones,1,3825,2024-06-28,Myra Sankaran,Jodhpur,Sikkim,India,Online,Net Banking,3825
TX0969,Tablet,4,19086,2023-09-24,Zoya Halder,Jaipur,Himachal Pradesh,India,Online,Debit Card,76344
TX0970,Smartphone,3,6733,2024-04-13,Oorja Bhasin,Ajmer,West Bengal,India,Online,Net Banking,20199
TX0971,Smartwatch,5,7196,2024-05-21,Urvi Sood,South Dumdum,Odisha,India,Store,Cash,35980
TX0972,E-Reader,1,2681,2024-08-15,Akarsh Randhawa,Hazaribagh,Tamil Nadu,India,Store,Cash,2681
TX0973,Printer,1,12636,2024-02-19,Arhaan Sastry,Kota,Punjab,India,Store,Debit Card,12636
TX0974,Smartwatch,4,13973,2024-06-06,Zeeshan Chaudry,Unnao,Arunachal Pradesh,India,Online,Credit Card,55892
TX0975,Laptop,9,3769,2024-03-05,Hazel Balasubramanian,Jamalpur,Arunachal Pradesh,India,Store,Debit Card,33921
TX0976,Camera,4,12634,2023-11-21,Badal Bose,Bhilwara,Gujarat,India,Direct,Cash,50536
TX0977,Smartwatch,1,14486,2023-11-07,Amani Goel,Raichur,Andhra Pradesh,India,Direct,Net Banking,14486
TX0978,External Hard Drive,5,17047,2024-03-16,Ivan Verma,Hapur,Uttar Pradesh,India,Direct,Credit Card,85235
TX0979,Camera,5,15010,2023-10-31,Oorja Chokshi,Fatehpur,Rajasthan,India,Store,Credit Card,75050
TX0980,Headphones,1,6723,2023-11-01,Nehmat Gola,Machilipatnam,West Bengal,India,Online,UPI,6723
TX0981,Camera,3,6550,2024-07-21,Ira Ramesh,Nanded,Sikkim,India,Direct,Credit Card,19650
TX0982,Desktop PC,6,4982,2023-10-10,Shanaya Arya,Vellore,Andhra Pradesh,India,Direct,Credit Card,29892
TX0983,Smartwatch,6,8257,2023-10-20,Umang Sagar,Malda,Mizoram,India,Direct,Credit Card,49542
TX0984,Smartwatch,9,12024,2023-11-29,Seher Chahal,Rewa,Assam,India,Store,Net Banking,108216
TX0985,Headphones,3,2040,2024-07-09,Riya Chada,Sonipat,Jharkhand,India,Direct,Credit Card,6120
TX0986,Headphones,8,14859,2023-12-18,Aarav Kurian,Jehanabad,Rajasthan,India,Online,Cash,118872
TX0987,Printer,4,3947,2024-07-07,Vihaan Singh,Kadapa,Odisha,India,Direct,Debit Card,15788
TX0988,Desktop PC,7,2696,2024-03-25,Ivana Mahajan,Korba,Karnataka,India,Online,Credit Card,18872
TX0989,Smartwatch,2,9295,2024-09-14,Aarav Grover,Bulandshahr,Karnataka,India,Online,UPI,18590
TX0990,Smartwatch,1,3311,2024-04-15,Priyansh Kapadia,Gaya,Rajasthan,India,Store,Net Banking,3311
TX0991,Camera,3,4864,2024-03-11,Vardaniya Buch,Gandhinagar,Sikkim,India,Online,Debit Card,14592
TX0992,Tablet,3,9147,2024-07-14,Prerak Chada,Chandrapur,Gujarat,India,Online,Credit Card,27441
TX0993,Smartwatch,6,6483,2024-07-27,Shaan Thakkar,Bahraich,Nagaland,India,Store,Cash,38898
TX0994,Tablet,6,13092,2023-12-28,Lakshit Borra,Katni,Goa,India,Direct,Net Banking,78552
TX0995,Laptop,2,5531,2023-10-10,Kabir Dixit,Coimbatore,West Bengal,India,Online,Debit Card,11062
TX0996,Desktop PC,3,16668,2024-03-02,Trisha Doctor,Bilaspur,Karnataka,India,Store,Cash,50004
TX0997,Printer,9,7752,2024-08-20,Kartik Gola,Jhansi,Telangana,India,Store,Debit Card,69768
TX0998,Camera,8,6466,2024-06-23,Rhea Thaker,Davanagere,Jharkhand,India,Online,UPI,51728
TX0999,Tablet,4,6409,2023-11-27,Tejas Dhar,Kavali,Odisha,India,Store,Credit Card,25636
TX1000,Tablet,8,2524,2023-12-04,Shaan Char,Adoni,Odisha,India,Store,Net Banking,20192
